date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:21	1941/1941	---M--	200	added ('OK')	text/javascript	etag:%22c2400-795-55b7e63cd38df%22	http://baogam.com/wp-content/plugins/simple-popup-manager/js/jquery.cookie.js?ver=1.3.4	D:/Desktop/web/web/baogam.com/wp-content/plugins/simple-popup-manager/js/jquery.cookiec412.js	(from http://baogam.com/)
14:11:22	1475/1475	---M--	200	added ('OK')	text/javascript	etag:%22c2401-5c3-55b7e63cd38df%22	http://baogam.com/wp-content/plugins/simple-popup-manager/js/simple-popup-manager.js?ver=1.3.4	D:/Desktop/web/web/baogam.com/wp-content/plugins/simple-popup-manager/js/simple-popup-managerc412.js	(from http://baogam.com/)
14:11:22	10056/10056	---M--	200	added ('OK')	text/javascript	etag:%22100d68-2748-55b7e63cd86ff%22	http://baogam.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	D:/Desktop/web/web/baogam.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://baogam.com/)
14:11:23	8415/8415	---M--	200	added ('OK')	text/javascript	etag:%2263d7e-20df-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/js/wow.min.js?ver=4.8.2	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/js/wow.min4a41.js	(from http://baogam.com/)
14:11:24	6597/6597	---M--	200	added ('OK')	text/javascript	etag:%2263d7d-19c5-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/js/smoothscroll.js?ver=4.8.2	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/js/smoothscroll4a41.js	(from http://baogam.com/)
14:11:24	742/742	---M--	200	added ('OK')	text/javascript	etag:%2263d7c-2e6-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/js/main.js?ver=4.8.2	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/js/main4a41.js	(from http://baogam.com/)
14:11:25	794/794	---M--	200	added ('OK')	text/xml	date:Thu,%2012%20May%202022%2007:11:26%20GMT	http://baogam.com/xmlrpc.php?rsd	D:/Desktop/web/web/baogam.com/xmlrpc0db0.php	(from http://baogam.com/)
14:11:25	1045/1045	---M--	200	added ('OK')	text/xml	etag:%22e28cc-415-55b7e63cd487f%22	http://baogam.com/wp-includes/wlwmanifest.xml	D:/Desktop/web/web/baogam.com/wp-includes/wlwmanifest.xml	(from http://baogam.com/)
14:11:26	2186/2186	---M--	200	added ('OK')	application/json	date:Thu,%2012%20May%202022%2007:11:28%20GMT	http://baogam.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbaogam.com%2F	D:/Desktop/web/web/baogam.com/wp-json/oembed/1.0/embed4903.json	(from http://baogam.com/)
14:11:27	2295/2295	---M--	200	added ('OK')	text/xml	date:Thu,%2012%20May%202022%2007:11:29%20GMT	http://baogam.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbaogam.com%2F&format=xml	D:/Desktop/web/web/baogam.com/wp-json/oembed/1.0/embed0944	(from http://baogam.com/)
14:11:28	76934/76934	---MC-	200	added ('OK')	application/rss+xml	etag:%224bb31bef415b845bdd0496033e44cb37%22	http://baogam.com/feed/	D:/Desktop/web/web/baogam.com/feed/index.html	(from http://baogam.com/)
14:11:29	9523/9523	---M--	200	added ('OK')	image/png	etag:%224242c-2533-55bf617734d1a%22	http://baogam.com/wp-content/uploads/2017/10/favicon.png	D:/Desktop/web/web/baogam.com/wp-content/uploads/2017/10/favicon.png	(from http://baogam.com/)
14:11:30	97184/97184	---M--	200	added ('OK')	text/javascript	etag:%22100d3c-17ba0-55b7e63cd86ff%22	http://baogam.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	D:/Desktop/web/web/baogam.com/wp-includes/js/jquery/jqueryb8ff.js	(from http://baogam.com/)
14:11:31	70561/70561	---MC-	200	added ('OK')	application/json	date:Thu,%2012%20May%202022%2007:11:26%20GMT	http://baogam.com/wp-json/	D:/Desktop/web/web/baogam.com/wp-json/index.html	(from http://baogam.com/)
14:11:31	9151/9151	---M--	200	added ('OK')	application/javascript	etag:%2260dc9955-23bf%22	https://webchat.caresoft.vn:8090/js/CsChat.js?v=2.0	D:/Desktop/web/web/webchat.caresoft.vn_8090/js/CsChat3661.js	(from http://baogam.com/)
14:11:31	4178/4178	---M--	200	added ('OK')	image/gif	etag:%2263d28-1052-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/images/ajax-loader.gif	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/ajax-loader.gif	(from http://baogam.com/)
14:11:32	1811/1811	---M--	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:34%20GMT	http://order.baogam.com/i/	D:/Desktop/web/web/order.baogam.com/i/index.html	(from http://baogam.com/)
14:11:32	11343/11343	---M--	200	added ('OK')	image/png	etag:%224242b-2c4f-55c7f62f9b5c0%22	http://baogam.com/wp-content/uploads/2017/10/Untitled-1.png	D:/Desktop/web/web/baogam.com/wp-content/uploads/2017/10/Untitled-1.png	(from http://baogam.com/)
14:11:34	2173/2173	---M--	200	added ('OK')	image/png	etag:%2263d2d-87d-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/images/icon-clock.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/icon-clock.png	(from http://baogam.com/)
14:11:34	20709/20709	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:34%20GMT	http://baogam.com/gioi-thieu/	D:/Desktop/web/web/baogam.com/gioi-thieu/index.html	(from http://baogam.com/)
14:11:34	22012/22012	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:34%20GMT	http://baogam.com/category/quy-dinh/	D:/Desktop/web/web/baogam.com/category/quy-dinh/index.html	(from http://baogam.com/)
14:11:37	26988/26988	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:36%20GMT	http://baogam.com/category/chinh-sach/	D:/Desktop/web/web/baogam.com/category/chinh-sach/index.html	(from http://baogam.com/)
14:11:37	2417/2417	---M--	200	added ('OK')	image/png	etag:%2263d29-971-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/images/icon-24.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/icon-24.png	(from http://baogam.com/)
14:11:37	26907/26907	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:37%20GMT	http://baogam.com/bieu-phi/	D:/Desktop/web/web/baogam.com/bieu-phi/index.html	(from http://baogam.com/)
14:11:37	1642/1642	---M--	200	added ('OK')	image/png	etag:%2263d30-66a-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/images/icon-sand.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/icon-sand.png	(from http://baogam.com/)
14:11:38	2053/2053	---M--	200	added ('OK')	image/png	etag:%2263d31-805-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/images/icon-hear.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/icon-hear.png	(from http://baogam.com/)
14:11:40	9310/9310	---M--	200	added ('OK')	image/png	etag:%2263d35-245e-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/images/source-taobao.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/source-taobao.png	(from http://baogam.com/)
14:11:41	28004/28004	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:40%20GMT	http://baogam.com/category/huong-dan/	D:/Desktop/web/web/baogam.com/category/huong-dan/index.html	(from http://baogam.com/)
14:11:41	30709/30709	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:40%20GMT	http://baogam.com/category/thong-bao-bao-gam/	D:/Desktop/web/web/baogam.com/category/thong-bao-bao-gam/index.html	(from http://baogam.com/)
14:11:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20May%202022%2007:11:43%20GMT	http://baogam.com/cong-cu-ho-tro-dat-hang/	D:/Desktop/web/web/baogam.com/cong-cu-ho-tro-dat-hang/index.html	(from http://baogam.com/)
14:11:42	17695/17695	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:43%20GMT	http://baogam.com/lien-he/	D:/Desktop/web/web/baogam.com/lien-he/index.html	(from http://baogam.com/)
14:11:43	5985/5985	---M--	200	added ('OK')	image/png	etag:%2263d21-1761-55b7e63c91262%22	http://baogam.com/wp-content/themes/baogam/assets/images/source-tmall.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/source-tmall.png	(from http://baogam.com/)
14:11:43	11431/11431	---M--	200	added ('OK')	image/png	etag:%2263d34-2ca7-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/images/source-1688.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/source-1688.png	(from http://baogam.com/)
14:11:48	90522/90522	---M--	200	added ('OK')	image/png	etag:%2263d33-1619a-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/images/pc.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/pc.png	(from http://baogam.com/)
14:11:50	20651/20651	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:11:51%20GMT	http://baogam.com/;	D:/Desktop/web/web/baogam.com/;.20.delayed	(from http://baogam.com/)
14:11:50	685/685	---M--	200	added ('OK')	text/javascript	etag:%22640cd-2ad-55b7e63cceac0%22	http://baogam.com/wp-content/themes/baogam/js/skip-link-focus-fix.js?ver=20151215	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/js/skip-link-focus-fix4a7d.js	(from http://baogam.com/)
14:11:51	1398/1398	---M--	200	added ('OK')	text/javascript	etag:%22100d78-576-55b7e63cd969f%22	http://baogam.com/wp-includes/js/wp-embed.min.js?ver=4.8.2	D:/Desktop/web/web/baogam.com/wp-includes/js/wp-embed.min4a41.js	(from http://baogam.com/)
14:11:51	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	http://gmpg.org/robots.txt		(from http://baogam.com/)
14:11:52	2067/2067	---M-Z	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680-gzip%22	http://gmpg.org/xfn/default.css	D:/Desktop/web/web/gmpg.org/xfn/default.css	(from http://gmpg.org/xfn/11)
14:11:52	4170/4170	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:54%20GMT	http://gmpg.org/xfn/.	D:/Desktop/web/web/gmpg.org/xfn/.html	(from http://gmpg.org/xfn/11)
14:11:53	16269/16269	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:55%20GMT	http://gmpg.org/xfn/intro	D:/Desktop/web/web/gmpg.org/xfn/intro.html	(from http://gmpg.org/xfn/11)
14:11:53	7342/7342	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:55%20GMT	http://gmpg.org/xfn/faq	D:/Desktop/web/web/gmpg.org/xfn/faq.html	(from http://gmpg.org/xfn/11)
14:11:54	3789/3789	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:11:56%20GMT	http://gmpg.org/xfn/thanks	D:/Desktop/web/web/gmpg.org/xfn/thanks.html	(from http://gmpg.org/xfn/11)
14:11:55	24/24	---MC-	200	added ('OK')	text/plain	date:Thu,%2012%20May%202022%2007:11:56%20GMT	http://s.w.org/robots.txt		(from http://baogam.com/)
14:11:55	1682/1682	---M--	200	added ('OK')	image/png	etag:%22c23fd-692-55b7e63cd38df%22	http://baogam.com/wp-content/plugins/simple-popup-manager/css/images/spm-close-icon.png	D:/Desktop/web/web/baogam.com/wp-content/plugins/simple-popup-manager/css/images/spm-close-icon.png	(from http://baogam.com/wp-content/plugins/simple-popup-manager/css/style.css?ver=4.8.2)
14:11:59	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263d19-4e9f-55b7e63c91262%22	http://baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.eot	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.eot	(from http://baogam.com/wp-content/themes/baogam/assets/css/bootstrap.min.css?ver=4.8.2)
14:12:03	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263d19-4e9f-55b7e63c91262%22	http://baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.eot?	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://baogam.com/wp-content/themes/baogam/assets/css/bootstrap.min.css?ver=4.8.2)
14:12:06	18028/18028	---M--	200	added ('OK')	text/plain	etag:%2263d1c-466c-55b7e63c91262%22	http://baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.woff2	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.woff2	(from http://baogam.com/wp-content/themes/baogam/assets/css/bootstrap.min.css?ver=4.8.2)
14:12:10	23424/23424	---M--	200	added ('OK')	text/plain	etag:%2263d1a-5b80-55b7e63c91262%22	http://baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.woff	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.woff	(from http://baogam.com/wp-content/themes/baogam/assets/css/bootstrap.min.css?ver=4.8.2)
14:12:18	45404/45404	---M--	200	added ('OK')	text/plain	etag:%2263d18-b15c-55b7e63c91262%22	http://baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.ttf	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.ttf	(from http://baogam.com/wp-content/themes/baogam/assets/css/bootstrap.min.css?ver=4.8.2)
14:12:22	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%2263d1b-1a8c2-55b7e63c91262%22	http://baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.svg	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/glyphicons-halflings-regular.svg	(from http://baogam.com/wp-content/themes/baogam/assets/css/bootstrap.min.css?ver=4.8.2)
14:12:25	12425/12425	---M--	200	added ('OK')	image/png	etag:%2263d2e-3089-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/images/wave.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/wave.png	(from http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339473&ver=4.8.2)
14:12:26	6501/6501	---M--	200	added ('OK')	image/png	etag:%2263d26-1965-55b7e63c92202%22	http://baogam.com/wp-content/themes/baogam/assets/images/bg-rp.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/bg-rp.png	(from http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339473&ver=4.8.2)
14:12:33	313068/313068	---M--	200	added ('OK')	image/png	etag:%2264136-4c6ec-55b7e63cd0a00%22	http://baogam.com/wp-content/uploads/2017/10/service3-1.png	D:/Desktop/web/web/baogam.com/wp-content/uploads/2017/10/service3-1.png	(from http://baogam.com/)
14:12:33	311744/311744	---M--	200	added ('OK')	image/png	etag:%226412b-4c1c0-55b7e63cd0a00%22	http://baogam.com/wp-content/uploads/2017/10/service2.png	D:/Desktop/web/web/baogam.com/wp-content/uploads/2017/10/service2.png	(from http://baogam.com/)
14:12:34	310355/310355	---M--	200	added ('OK')	image/png	etag:%22640fc-4bc53-55b7e63ccfa60%22	http://baogam.com/wp-content/uploads/2017/10/service1.png	D:/Desktop/web/web/baogam.com/wp-content/uploads/2017/10/service1.png	(from http://baogam.com/)
14:12:34	20651/20651	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:12:35%20GMT	http://baogam.com/wp-content/themes/baogam/assets/images/slider-arrow-small.png	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/slider-arrow-small.32.delayed	(from http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339473&ver=4.8.2)
14:12:36	20651/20651	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:12:37%20GMT	http://baogam.com/wp-content/themes/baogam/assets/fonts/slick../slick.eot	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/slick/slick.34.delayed	(from http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339473&ver=4.8.2)
14:12:37	20651/20651	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:12:38%20GMT	http://baogam.com/wp-content/themes/baogam/assets/fonts/slick../slick.eot?	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/slick/slick.35d41d.delayed	(from http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339473&ver=4.8.2)
14:12:39	20651/20651	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:12:39%20GMT	http://baogam.com/wp-content/themes/baogam/assets/fonts/slick../slick.woff	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/slick/slick.36.delayed	(from http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339473&ver=4.8.2)
14:12:40	20651/20651	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:12:41%20GMT	http://baogam.com/wp-content/themes/baogam/assets/fonts/slick../slick.ttf	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/slick/slick.37.delayed	(from http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339473&ver=4.8.2)
14:12:41	20651/20651	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:12:42%20GMT	http://baogam.com/wp-content/themes/baogam/assets/fonts/slick../slick.svg	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/fonts/slick/slick.38.delayed	(from http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339473&ver=4.8.2)
14:12:42	69/69	---M--	200	added ('OK')	text/plain	etag:%2245-54a57fe9f0d80%22	http://order.baogam.com/robots.txt		(from http://baogam.com/)
14:12:46	56741/56741	---M--	200	added ('OK')	image/jpeg	etag:%2263d1f-dda5-55b7e63c91262%22	http://baogam.com/wp-content/themes/baogam/assets/images/bg.jpg	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/images/bg.jpg	(from http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339473&ver=4.8.2)
14:12:49	38019/38019	---M--	200	added ('OK')	text/css	etag:%2263d75-9483-55c96b4757680%22	http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339494&ver=4.8.2	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/css/maind948.css	(from http://baogam.com/gioi-thieu/)
14:12:49	665532/665532	---M--	200	added ('OK')	text/css	etag:%22a27bc-5da8ab7682f12;5597034681980%22	http://order.baogam.com/i/assets/css/main.css?v=220405	D:/Desktop/web/web/order.baogam.com/i/assets/css/maina2bc.css	(from http://order.baogam.com/i/)
14:12:50	15524/15524	---M--	200	added ('OK')	application/javascript	etag:%223ca4-5597056dbae00;5597034681980%22	http://order.baogam.com/i/assets/js/libs/require/require.js?v=220405	D:/Desktop/web/web/order.baogam.com/i/assets/js/libs/require/requirea2bc.js	(from http://order.baogam.com/i/)
14:12:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20May%202022%2007:12:52%20GMT	http://baogam.com/?p=6	D:/Desktop/web/web/baogam.com/index42dc.html	(from http://baogam.com/gioi-thieu/)
14:12:50	2228/2228	---M--	200	added ('OK')	application/json	date:Thu,%2012%20May%202022%2007:12:52%20GMT	http://baogam.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbaogam.com%2Fgioi-thieu%2F	D:/Desktop/web/web/baogam.com/wp-json/oembed/1.0/embedfd11.json	(from http://baogam.com/gioi-thieu/)
14:12:51	2341/2341	---M--	200	added ('OK')	text/xml	date:Thu,%2012%20May%202022%2007:12:53%20GMT	http://baogam.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbaogam.com%2Fgioi-thieu%2F&format=xml	D:/Desktop/web/web/baogam.com/wp-json/oembed/1.0/embede14e	(from http://baogam.com/gioi-thieu/)
14:12:56	25221/25221	---M--	200	added ('OK')	image/jpeg	etag:%2264172-6285-55bbbd813421d%22	http://baogam.com/wp-content/uploads/2016/10/zaposlitev-izrez-e1508237225148.jpg	D:/Desktop/web/web/baogam.com/wp-content/uploads/2016/10/zaposlitev-izrez-e1508237225148.jpg	(from http://baogam.com/gioi-thieu/)
14:12:57	20651/20651	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:12:58%20GMT	http://baogam.com/gioi-thieu/;	D:/Desktop/web/web/baogam.com/gioi-thieu/;.41.delayed	(from http://baogam.com/gioi-thieu/)
14:12:58	36128/36128	---M--	200	added ('OK')	image/jpeg	etag:%2264174-8d20-55bbbdef1aab8%22	http://baogam.com/wp-content/uploads/2017/10/Phuong-tien-van-chuyen-e1508237340108.jpg	D:/Desktop/web/web/baogam.com/wp-content/uploads/2017/10/Phuong-tien-van-chuyen-e1508237340108.jpg	(from http://baogam.com/gioi-thieu/)
14:13:00	22679/22679	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:13:00%20GMT	http://baogam.com/cac-nguyen-tac-khi-hop-tac-cung-baogam/	D:/Desktop/web/web/baogam.com/cac-nguyen-tac-khi-hop-tac-cung-baogam/index.html	(from http://baogam.com/gioi-thieu/)
14:13:00	17024/17024	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:13:00%20GMT	http://baogam.com/category/bieu-phi/	D:/Desktop/web/web/baogam.com/category/bieu-phi/index.html	(from http://baogam.com/gioi-thieu/)
14:13:03	27279/27279	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:13:03%20GMT	http://baogam.com/category/danh-cho-khach-hang-moi/	D:/Desktop/web/web/baogam.com/category/danh-cho-khach-hang-moi/index.html	(from http://baogam.com/gioi-thieu/)
14:13:03	20651/20651	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:13:03%20GMT	http://baogam.com/category/quy-dinh/;	D:/Desktop/web/web/baogam.com/category/quy-dinh/;.42.delayed	(from http://baogam.com/category/quy-dinh/)
14:13:06	17203/17203	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:13:06%20GMT	http://baogam.com/category/giai-quyet-khieu-nao/	D:/Desktop/web/web/baogam.com/category/giai-quyet-khieu-nao/index.html	(from http://baogam.com/gioi-thieu/)
14:13:06	27790/27790	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:13:05%20GMT	http://baogam.com/category/dat-hang-va-quan-ly-don/	D:/Desktop/web/web/baogam.com/category/dat-hang-va-quan-ly-don/index.html	(from http://baogam.com/gioi-thieu/)
14:13:09	19370/19370	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:13:09%20GMT	http://baogam.com/category/giao-hang/	D:/Desktop/web/web/baogam.com/category/giao-hang/index.html	(from http://baogam.com/gioi-thieu/)
14:13:09	17033/17033	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:13:09%20GMT	http://baogam.com/category/gioi-thieu/	D:/Desktop/web/web/baogam.com/category/gioi-thieu/index.html	(from http://baogam.com/gioi-thieu/)
14:13:11	16978/16978	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:13:12%20GMT	http://baogam.com/category/khach-hang-than-thiet/	D:/Desktop/web/web/baogam.com/category/khach-hang-than-thiet/index.html	(from http://baogam.com/gioi-thieu/)
14:13:12	21592/21592	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:13:12%20GMT	http://baogam.com/category/khieu-nai/	D:/Desktop/web/web/baogam.com/category/khieu-nai/index.html	(from http://baogam.com/gioi-thieu/)
14:13:12	38019/38019	---M--	200	added ('OK')	text/css	etag:%2263d75-9483-55c96b4757680%22	http://baogam.com/wp-content/themes/baogam/assets/css/main.css?v=1652339496&ver=4.8.2	D:/Desktop/web/web/baogam.com/wp-content/themes/baogam/assets/css/main2f2c.css	(from http://baogam.com/category/chinh-sach/)
14:13:14	18041/18041	---MC-	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2007:13:14%20GMT	http://baogam.com/category/kiem-hang/	D:/Desktop/web/web/baogam.com/category/kiem-hang/index.html	(from http://baogam.com/gioi-thieu/)
14:13:14	20651/20651	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2012%20May%202022%2007:13:14%20GMT	http://baogam.com/category/chinh-sach/;	D:/Desktop/web/web/baogam.com/category/chinh-sach/;.44.delayed	(from http://baogam.com/category/chinh-sach/)
